Unnamed: 0,recipe,ingredient,quantity,unit
17988,"Lentequiche met asperges, broccoli en garnalen",middelgroot ei,240.0,g
17989,"Lentequiche met asperges, broccoli en garnalen",kookroom,125.0,g
17990,"Lentequiche met asperges, broccoli en garnalen",broccolirijst,400.0,g
17991,"Lentequiche met asperges, broccoli en garnalen",verse wokgarnalen met knoflook,200.0,g
18005,Sushibowl met tofu en avocado ,sushirijst,300.0,g
18006,Sushibowl met tofu en avocado ,saitaku rijstazijn,50.0,g
18007,Sushibowl met tofu en avocado ,tofu,375.0,g
18008,Sushibowl met tofu en avocado ,arachideolie,10.0,g
18009,Sushibowl met tofu en avocado ,honing,12.0,g
18010,Sushibowl met tofu en avocado ,sojasaus,30.0,g
18011,Sushibowl met tofu en avocado ,bietjulienne,150.0,g
18013,Sushibowl met tofu en avocado ,snoepkomkommer,120.0,g
18014,Sushibowl met tofu en avocado ,saitaku ingelegde gember,80.0,g
18056,Pasta met ratatouille en gebakken ricotta,ricotta,250.0,g
18057,Pasta met ratatouille en gebakken ricotta,aubergine,150.0,g
18058,Pasta met ratatouille en gebakken ricotta,courgette,300.0,g
18059,Pasta met ratatouille en gebakken ricotta,middelgrote ui,200.0,g
18060,Pasta met ratatouille en gebakken ricotta,tomaten,140.0,g
18061,Pasta met ratatouille en gebakken ricotta,rode paprika,250.0,g
18062,Pasta met ratatouille en gebakken ricotta,Euroma Franse ratatouille-kruiden,35.0,g
18063,Pasta met ratatouille en gebakken ricotta,milde olijfolie,36.0,g
18064,Pasta met ratatouille en gebakken ricotta,pijnboompitten,40.0,g
18065,Pasta met ratatouille en gebakken ricotta,verse tagliatelle,500.0,g
18137,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,ongezouten roomboter,50.0,g
18138,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,lamsschenkel,1200.0,g
18139,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,sjalot,60.0,g
18140,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,knoflook,24.0,g
18141,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,droge witte wijn,250.0,g
18142,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,kraanwater,500.0,g
18143,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,kippenbouillontablet,5.0,g
18144,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,verse tijm,6.0,g
18145,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,venkelknol,280.0,g
18146,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,kruimige aardappel,1000.0,g
18147,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,citroen,65.0,g
18148,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,verse dragon,15.0,g
18149,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,haricots verts,350.0,g
18150,Gestoofde lamsschenkels met lentegroenten &amp; dragon-gremolata,extra vierge olijfolie,27.6,g
18175,"Pastasalade met avocado, veldsla en feta",groene erwten fusilli,300.0,g
18176,"Pastasalade met avocado, veldsla en feta",komkommer,400.0,g
18177,"Pastasalade met avocado, veldsla en feta",eetrijpe avocado,360.0,g
18178,"Pastasalade met avocado, veldsla en feta",veldsla,85.0,g
18179,"Pastasalade met avocado, veldsla en feta",witte kaas,150.0,g
18180,"Pastasalade met avocado, veldsla en feta",crème fraîche,60.0,g
18181,"Pastasalade met avocado, veldsla en feta",water,45.0,g
18182,"Pastasalade met avocado, veldsla en feta",dipsaus,41.52,g
18216,Romige risotto met parmezaan &amp; tuinkers,kraanwater,1500.0,g
18217,Romige risotto met parmezaan &amp; tuinkers,groentebouillon,10.0,g
18218,Romige risotto met parmezaan &amp; tuinkers,biologischeui,500.0,g
18219,Romige risotto met parmezaan &amp; tuinkers,knoflook,16.0,g
18220,Romige risotto met parmezaan &amp; tuinkers,winterpeen,700.0,g
18221,Romige risotto met parmezaan &amp; tuinkers,ongezouten roomboter,40.0,g
18222,Romige risotto met parmezaan &amp; tuinkers,gedroogde rozemarijn,2.0,g
18223,Romige risotto met parmezaan &amp; tuinkers,risottorijst,300.0,g
18224,Romige risotto met parmezaan &amp; tuinkers,middelgroot ei,240.0,g
18225,Romige risotto met parmezaan &amp; tuinkers,parmezaanse kaas,90.0,g
18226,Romige risotto met parmezaan &amp; tuinkers,saladepittenmix,40.0,g
18227,Romige risotto met parmezaan &amp; tuinkers,biologischetuinkersinbakje,500.0,g
18269,Geroosterde wortelsalade met linzen en geitenkaasdressing,bospeen,250.0,g
18270,Geroosterde wortelsalade met linzen en geitenkaasdressing,traditionele olijfolie,36.0,g
18271,Geroosterde wortelsalade met linzen en geitenkaasdressing,za'atar,15.0,g
18272,Geroosterde wortelsalade met linzen en geitenkaasdressing,HAK linzen in zak,205.0,g
18273,Geroosterde wortelsalade met linzen en geitenkaasdressing,zachte geitenkaas,100.0,g
18274,Geroosterde wortelsalade met linzen en geitenkaasdressing,milde yoghurt,50.0,g
18275,Geroosterde wortelsalade met linzen en geitenkaasdressing,balsamicoazijn,250.0,g
18276,Geroosterde wortelsalade met linzen en geitenkaasdressing,rucola,85.0,g
18277,Geroosterde wortelsalade met linzen en geitenkaasdressing,zongerijpte granaatappelpitjes,50.0,g
18312,Tacobowl met kidneybonenchili,grote tortillawrap,248.0,g
18313,Tacobowl met kidneybonenchili,milde olijfolie,12.0,g
18314,Tacobowl met kidneybonenchili,rundergehakt,300.0,g
18315,Tacobowl met kidneybonenchili,HAK kidneybonen chili bonenschotel,550.0,g
18316,Tacobowl met kidneybonenchili,tomaat,380.0,g
18317,Tacobowl met kidneybonenchili,eetrijpe avocado,360.0,g
18318,Tacobowl met kidneybonenchili,crème fraîche,60.0,g
18319,Tacobowl met kidneybonenchili,water,30.0,g
18320,Tacobowl met kidneybonenchili,sla,200.0,g
18339,Ramen met paddenstoelen en Chinese kool,uien,200.0,g
18340,Ramen met paddenstoelen en Chinese kool,knoflook,40.0,g
18341,Ramen met paddenstoelen en Chinese kool,verse gember,75.0,g
18342,Ramen met paddenstoelen en Chinese kool,AH Biologisch gerookte spekreepjes,100.0,g
18343,Ramen met paddenstoelen en Chinese kool,kippenvleugels,1000.0,g
18344,Ramen met paddenstoelen en Chinese kool,water,1800.0,g
18345,Ramen met paddenstoelen en Chinese kool,paddenstoelen,20.76,g
18346,Ramen met paddenstoelen en Chinese kool,norivel,3.0,g
18347,Ramen met paddenstoelen en Chinese kool,kokend water,500.0,g
18348,Ramen met paddenstoelen en Chinese kool,shiitake,100.0,g
18349,Ramen met paddenstoelen en Chinese kool,bosuitje,750.0,g
18350,Ramen met paddenstoelen en Chinese kool,middelgroot ei,240.0,g
18351,Ramen met paddenstoelen en Chinese kool,zonnebloemolie,12.0,g
18352,Ramen met paddenstoelen en Chinese kool,paddenstoelen voor pasta,400.0,g
18353,Ramen met paddenstoelen en Chinese kool,Hakubaku ramen noedels,270.0,g
18354,Ramen met paddenstoelen en Chinese kool,kool,400.0,g
18355,Ramen met paddenstoelen en Chinese kool,sojasaus,60.0,g
18356,Ramen met paddenstoelen en Chinese kool,saitaku nori snack,5.0,g
18404,Belgische kippensoep,scharrelkippenpoot,360.0,g
18405,Belgische kippensoep,prei,800.0,g
18406,Belgische kippensoep,bleekselderij,1000.0,g
18407,Belgische kippensoep,middelgrote ui,100.0,g
18408,Belgische kippensoep,knoflook,16.0,g
18409,Belgische kippensoep,vastkokende aardappel,480.0,g
18410,Belgische kippensoep,milde olijfolie,36.0,g
18411,Belgische kippensoep,gedroogd laurierblaadje,10.0,g
18412,Belgische kippensoep,medium sherry,72.0,g
18413,Belgische kippensoep,bouillon,500.0,g
18414,Belgische kippensoep,citroen,32.5,g
18415,Belgische kippensoep,verse slagroom,250.0,g
18577,Vistortilla's met kibbeling en Mexicaanse groenten,verse zongerijpte mangostukjes,175.0,g
18578,Vistortilla's met kibbeling en Mexicaanse groenten,eetrijpe avocado,360.0,g
18579,Vistortilla's met kibbeling en Mexicaanse groenten,tabasco,2.5,g
18580,Vistortilla's met kibbeling en Mexicaanse groenten,gebakken kibbeling,325.0,g
18581,Vistortilla's met kibbeling en Mexicaanse groenten,zonnebloemolie,12.0,g
18582,Vistortilla's met kibbeling en Mexicaanse groenten,Mexicaanse roerbakgroente,400.0,g
18583,Vistortilla's met kibbeling en Mexicaanse groenten,tortillawraps,560.0,g
18584,Vistortilla's met kibbeling en Mexicaanse groenten,sour cream,125.0,g
18653,Citroenrisotto met kabeljauw,kraanwater,765.0,g
18654,Citroenrisotto met kabeljauw,kippenbouillontablet,5.0,g
18655,Citroenrisotto met kabeljauw,biologischeui,250.0,g
18656,Citroenrisotto met kabeljauw,knoflook,8.0,g
18657,Citroenrisotto met kabeljauw,courgette,300.0,g
18658,Citroenrisotto met kabeljauw,ongezouten roomboter,30.0,g
18659,Citroenrisotto met kabeljauw,risottorijst,150.0,g
18660,Citroenrisotto met kabeljauw,biologischecitroen,250.0,g
18661,Citroenrisotto met kabeljauw,verse krulpeterselie,15.0,g
18662,Citroenrisotto met kabeljauw,milde olijfolie,24.0,g
18663,Citroenrisotto met kabeljauw,verse kabeljauw,260.0,g
18664,Citroenrisotto met kabeljauw,tarwebloem,10.0,g
18665,Citroenrisotto met kabeljauw,AH Biologisch Parmigiano Reggiano,40.0,g
18666,Citroenrisotto met kabeljauw,rucola,42.5,g
18667,Chowder met gerookte makreel van Yvette van Boven,middelgrote ui,200.0,g
18668,Chowder met gerookte makreel van Yvette van Boven,prei,400.0,g
18669,Chowder met gerookte makreel van Yvette van Boven,winterpeen,300.0,g
18670,Chowder met gerookte makreel van Yvette van Boven,vastkokende aardappel,400.0,g
18671,Chowder met gerookte makreel van Yvette van Boven,ongezouten roomboter,25.0,g
18672,Chowder met gerookte makreel van Yvette van Boven,verse tijm,4.0,g
18673,Chowder met gerookte makreel van Yvette van Boven,laurierblaadje,10.0,g
18674,Chowder met gerookte makreel van Yvette van Boven,visbouillontablet,30.0,g
18675,Chowder met gerookte makreel van Yvette van Boven,heet water,1500.0,g
18676,Chowder met gerookte makreel van Yvette van Boven,Makreel,500.0,g
18677,Chowder met gerookte makreel van Yvette van Boven,verse slagroom,250.0,g
18678,Chowder met gerookte makreel van Yvette van Boven,verse platte peterselie,7.5,g
18679,Chowder met gerookte makreel van Yvette van Boven,verse bieslook,10.0,g
18782,Pappardelle met Italiaanse ragú,middelgrote ui,200.0,g
18783,Pappardelle met Italiaanse ragú,winterpeen,95.0,g
18784,Pappardelle met Italiaanse ragú,stengel bleekselderij,60.0,g
18785,Pappardelle met Italiaanse ragú,milde olijfolie,24.0,g
18786,Pappardelle met Italiaanse ragú,pancetta,80.0,g
18787,Pappardelle met Italiaanse ragú,rundergehakt,500.0,g
18788,Pappardelle met Italiaanse ragú,Italiaanse kruiden,29.0,g
18789,Pappardelle met Italiaanse ragú,rode wijn,75.0,g
18790,Pappardelle met Italiaanse ragú,kraanwater,250.0,g
18791,Pappardelle met Italiaanse ragú,gepelde tomaten in blik,400.0,g
18792,Pappardelle met Italiaanse ragú,verse pappardelle all'uovo,500.0,g
18811,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,ongezouten walnoten,50.0,g
18812,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,knoflook,16.0,g
18813,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,gedroogde chilipeper,1.0,g
18814,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,AH Biologisch Parmigiano Reggiano,40.0,g
18815,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,kookzuivel,250.0,g
18816,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,ongesneden snijbonen,400.0,g
18817,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,verse pappardelle all'uovo,500.0,g
18818,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,milde olijfolie,36.0,g
18819,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,biefstuk,1000.0,g
18820,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,bladspinazie,1000.0,g
18821,Pappardelle met romige walnoten-spinaziesaus &amp; biefstuk,verse platte peterselie,15.0,g
18838,Gnocchi in tomatensaus met groenten,rode ui,200.0,g
18839,Gnocchi in tomatensaus met groenten,bloemkool-enbroccoliroosjes,400.0,g
18840,Gnocchi in tomatensaus met groenten,kappertjes in pot,24.0,g
18841,Gnocchi in tomatensaus met groenten,milde olijfolie,24.0,g
18842,Gnocchi in tomatensaus met groenten,Grand’Italia gnocchi,1000.0,g
18843,Gnocchi in tomatensaus met groenten,Grand’Italia Sugocasa Erbe in fles,690.0,g
18844,Gnocchi in tomatensaus met groenten,verse basilicum,15.0,g
18854,Flammkuchen met zoete aardappel,middelgrote ui,400.0,g
18855,Flammkuchen met zoete aardappel,knoflook,16.0,g
18856,Flammkuchen met zoete aardappel,verse tijm,8.0,g
18857,Flammkuchen met zoete aardappel,water,400.0,g
18858,Flammkuchen met zoete aardappel,sojasaus,15.0,g
18859,Flammkuchen met zoete aardappel,crème fraîche,250.0,g
18860,Flammkuchen met zoete aardappel,zoete aardappel,200.0,g
18861,Flammkuchen met zoete aardappel,milde olijfolie,12.0,g
18862,Flammkuchen met zoete aardappel,karwijzaad,1.0,g
18863,Flammkuchen met zoete aardappel,geraspte gruyère,100.0,g
18864,Flammkuchen met zoete aardappel,vers flammkuchendeeg,520.0,g
18865,Flammkuchen met zoete aardappel,salade-ui,120.0,g
18866,Flammkuchen met zoete aardappel,Hazelnoten,50.0,g
18901,Pappardelle met warmgerookte zalm en artisjok,courgette,300.0,g
18902,Pappardelle met warmgerookte zalm en artisjok,artisjokhartinblik,390.0,g
18903,Pappardelle met warmgerookte zalm en artisjok,milde olijfolie,12.0,g
18904,Pappardelle met warmgerookte zalm en artisjok,verse pappardelle,250.0,g
18905,Pappardelle met warmgerookte zalm en artisjok,limoen,60.0,g
18906,Pappardelle met warmgerookte zalm en artisjok,crème fraîche light,125.0,g
18907,Pappardelle met warmgerookte zalm en artisjok,mierikswortel in pot,24.0,g
18908,Pappardelle met warmgerookte zalm en artisjok,warmgerookte zalmflakes,175.0,g
18909,Pappardelle met warmgerookte zalm en artisjok,tuinkers,45.0,g
18910,Hutspot met knolselderij en chorizo,ongebrande hazelnoten,95.0,g
18911,Hutspot met knolselderij en chorizo,knolselderij,1000.0,g
18912,Hutspot met knolselderij en chorizo,kruimige aardappel,600.0,g
18913,Hutspot met knolselderij en chorizo,chorizoworst,250.0,g
18914,Hutspot met knolselderij en chorizo,knoflook,16.0,g
18915,Hutspot met knolselderij en chorizo,verse gesneden hutspotgroenten,500.0,g
18916,Hutspot met knolselderij en chorizo,karwijzaad,7.0,g
18917,Hutspot met knolselderij en chorizo,halfvolle melk,100.0,g
18918,Hutspot met knolselderij en chorizo,ongezouten roomboter,20.0,g
18919,Hutspot met knolselderij en chorizo,tuinkers,95.0,g
18920,Pompoencurry met kipdijfilet en bloemkool,koelverse pompoenstukjes,300.0,g
18921,Pompoencurry met kipdijfilet en bloemkool,rode peper,10.0,g
18922,Pompoencurry met kipdijfilet en bloemkool,basmatirijst,750.0,g
18923,Pompoencurry met kipdijfilet en bloemkool,pompoenpitten,30.0,g
18924,Pompoencurry met kipdijfilet en bloemkool,koelvers bloemkoolroosje,800.0,g
18925,Pompoencurry met kipdijfilet en bloemkool,arachideolie,10.0,g
18926,Pompoencurry met kipdijfilet en bloemkool,kipdijfiletreepjes,450.0,g
18927,Pompoencurry met kipdijfilet en bloemkool,kokosmelk,200.0,g
18928,Pompoencurry met kipdijfilet en bloemkool,bosuitje,750.0,g
18960,"Ovenschotel met hachee, rodekool en puree",sukade,520.0,g
18961,"Ovenschotel met hachee, rodekool en puree",tarwebloem,12.0,g
18962,"Ovenschotel met hachee, rodekool en puree",zonnebloemolie,24.0,g
18963,"Ovenschotel met hachee, rodekool en puree",middelgrote ui,200.0,g
18964,"Ovenschotel met hachee, rodekool en puree",natuurazijn,4.0,g
18965,"Ovenschotel met hachee, rodekool en puree",gemalen kruidnagel,1.0,g
18966,"Ovenschotel met hachee, rodekool en puree",jeneverbessen,1.0,g
18967,"Ovenschotel met hachee, rodekool en puree",rode wijn,50.0,g
18968,"Ovenschotel met hachee, rodekool en puree",laurierblad,10.0,g
18969,"Ovenschotel met hachee, rodekool en puree",runderbouillon van tablet,200.0,g
18970,"Ovenschotel met hachee, rodekool en puree",stamppotaardappelen,1000.0,g
18971,"Ovenschotel met hachee, rodekool en puree",volle melk,150.0,g
18972,"Ovenschotel met hachee, rodekool en puree",ongezouten roomboter,50.0,g
18973,"Ovenschotel met hachee, rodekool en puree",diepvries rodekool met appel,450.0,g
18974,"Ovenschotel met hachee, rodekool en puree",paneermeel,8.0,g
19009,Flammkuchen met zalm en ui,middelgrote ui,400.0,g
19010,Flammkuchen met zalm en ui,knoflook,16.0,g
19011,Flammkuchen met zalm en ui,verse tijm,8.0,g
19012,Flammkuchen met zalm en ui,water,400.0,g
19013,Flammkuchen met zalm en ui,sojasaus,15.0,g
19014,Flammkuchen met zalm en ui,crème fraîche,250.0,g
19015,Flammkuchen met zalm en ui,vers flammkuchendeeg,400.0,g
19016,Flammkuchen met zalm en ui,geraspte gruyère,100.0,g
19017,Flammkuchen met zalm en ui,warmgerookte zalmflakes,300.0,g
19018,Flammkuchen met zalm en ui,bosui,750.0,g
19019,Flammkuchen met zalm en ui,rucola,85.0,g
19020,Flammkuchen met spek en ui,middelgrote ui,400.0,g
19021,Flammkuchen met spek en ui,knoflook,4.0,g
19022,Flammkuchen met spek en ui,verse tijm,8.0,g
19023,Flammkuchen met spek en ui,water,400.0,g
19024,Flammkuchen met spek en ui,sojasaus,15.0,g
19025,Flammkuchen met spek en ui,crème fraîche,250.0,g
19026,Flammkuchen met spek en ui,spekreepjes,250.0,g
19027,Flammkuchen met spek en ui,vers flammkuchendeeg,400.0,g
19028,Flammkuchen met spek en ui,geraspte gruyère,100.0,g
19029,Flammkuchen met spek en ui,rucola,85.0,g
19040,"Penne met gehaktballetjes, courgette &amp; broccolisaus",citroen,65.0,g
19041,"Penne met gehaktballetjes, courgette &amp; broccolisaus",rundertartaar,300.0,g
19042,"Penne met gehaktballetjes, courgette &amp; broccolisaus",cottagecheese,200.0,g
19043,"Penne met gehaktballetjes, courgette &amp; broccolisaus",gedroogde tijm,2.0,g
19044,"Penne met gehaktballetjes, courgette &amp; broccolisaus",milde olijfolie,24.0,g
19045,"Penne met gehaktballetjes, courgette &amp; broccolisaus",AH Biologisch volkoren penne rigate,300.0,g
19046,"Penne met gehaktballetjes, courgette &amp; broccolisaus",broccoli,600.0,g
19047,"Penne met gehaktballetjes, courgette &amp; broccolisaus",courgette,300.0,g
19084,Volkoren pasta met avocadosaus en gehakt van tartaar,volkoren spaghetti,300.0,g
19085,Volkoren pasta met avocadosaus en gehakt van tartaar,tartaar,300.0,g
19086,Volkoren pasta met avocadosaus en gehakt van tartaar,gedroogde tijm,6.0,g
19087,Volkoren pasta met avocadosaus en gehakt van tartaar,rode ui,50.0,g
19088,Volkoren pasta met avocadosaus en gehakt van tartaar,kokend water,150.0,g
19089,Volkoren pasta met avocadosaus en gehakt van tartaar,cocktailtomaten,300.0,g
19090,Volkoren pasta met avocadosaus en gehakt van tartaar,verse basilicum,15.0,g
19091,Volkoren pasta met avocadosaus en gehakt van tartaar,olijfolie extra vierge,8.0,g
19092,Volkoren pasta met avocadosaus en gehakt van tartaar,eetrijpe avocado,360.0,g
19093,Volkoren pasta met avocadosaus en gehakt van tartaar,chavroux frais nature 45+ kaas,125.0,g
19278,Chinese rijstschotel met broccoli &amp; gebakken ei,rijst,300.0,g
19279,Chinese rijstschotel met broccoli &amp; gebakken ei,knoflook,16.0,g
19280,Chinese rijstschotel met broccoli &amp; gebakken ei,AH Biologisch verse gember,20.0,g
19281,Chinese rijstschotel met broccoli &amp; gebakken ei,broccoli,500.0,g
19282,Chinese rijstschotel met broccoli &amp; gebakken ei,arachideolie,20.0,g
19283,Chinese rijstschotel met broccoli &amp; gebakken ei,gemalen komijn,5.0,g
19284,Chinese rijstschotel met broccoli &amp; gebakken ei,wokgroente,400.0,g
19285,Chinese rijstschotel met broccoli &amp; gebakken ei,middelgroot ei,240.0,g
19286,Chinese rijstschotel met broccoli &amp; gebakken ei,sesamolie,30.0,g
19287,Chinese rijstschotel met broccoli &amp; gebakken ei,stukjes cashewnoot,60.0,g
19426,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",rol vers bladerdeeg,100.0,g
19427,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",sinaasappelmarmelade,48.0,g
19428,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",peer,742.0,g
19429,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",ongezouten roomboter,25.0,g
19430,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",amandelschaafsel,15.0,g
19431,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",slagroom,150.0,g
19432,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",poedersuiker,4.0,g
19433,"Plaattaart met peer, mascarpone &amp; geroosterde amandel",mascarpone,100.0,g
19582,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",koelvers bloemkoolroosje,800.0,g
19583,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",milde olijfolie,24.0,g
19584,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",middelgroot ei,240.0,g
19585,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",vegetarische spekreepjes,300.0,g
19586,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",kappertjes in pot,100.0,g
19587,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",verse spaghetti all'uovo,500.0,g
19588,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",zuivelspread light bieslook,200.0,g
19589,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",rucola,85.0,g
19590,"Spaghetti met ei, vega spekreepjes &amp; geroosterde bloemkool",parmezaanse kaas,40.0,g
19928,Italiaanse champignonburger met mozzarella &amp; witlofsalade,robuust speltbroodje,280.0,g
19929,Italiaanse champignonburger met mozzarella &amp; witlofsalade,champignon gran formaggio burger,320.0,g
19930,Italiaanse champignonburger met mozzarella &amp; witlofsalade,witlof,500.0,g
19931,Italiaanse champignonburger met mozzarella &amp; witlofsalade,peer,742.0,g
19932,Italiaanse champignonburger met mozzarella &amp; witlofsalade,bleekselderijstick,200.0,g
19933,Italiaanse champignonburger met mozzarella &amp; witlofsalade,rucola,85.0,g
19934,Italiaanse champignonburger met mozzarella &amp; witlofsalade,romige dressing,100.0,g
19935,Italiaanse champignonburger met mozzarella &amp; witlofsalade,mozzarella,125.0,g
19936,Italiaanse champignonburger met mozzarella &amp; witlofsalade,mayonaise,24.0,g
19937,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",sjalot,40.0,g
19938,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",courgette,600.0,g
19939,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",broccoli,400.0,g
19940,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",mediterrane kruiden,18.0,g
19941,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",feta,150.0,g
19942,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",milde olijfolie,48.0,g
19943,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",gnocchi,1000.0,g
19944,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",middelgroot ei,240.0,g
19945,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",verse peterselie,15.0,g
19946,"Ovengroente met feta, gnocchi, frisse yoghurt &amp; een gekookt eitje",extra milde yoghurt,150.0,g
20277,Banoffee pie in een glas,mascarpone,75.0,g
20278,Banoffee pie in een glas,karamelsiroop,12.0,g
20279,Banoffee pie in een glas,bitterkoekjes,44.0,g
20280,Banoffee pie in een glas,banaan,44.0,g
20337,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",gekookte rode biet,500.0,g
20338,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",verse salie,10.0,g
20339,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",mascarpone,200.0,g
20340,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",halfvolle melk,150.0,g
20341,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",lasagne all'uovo,250.0,g
20342,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",pompoenlasagnevellen,350.0,g
20343,"Lasagne van pompoen met rode biet, mascarpone &amp; geitenkaas",geraspte geitenkaas,150.0,g
20355,Gekruide côte de boeuf met Vietnamese salsa,côte de boeuf,1000.0,g
20356,Gekruide côte de boeuf met Vietnamese salsa,5-kruidenpoeder,12.0,g
20357,Gekruide côte de boeuf met Vietnamese salsa,robuust stokbrood wit,200.0,g
20358,Gekruide côte de boeuf met Vietnamese salsa,snoepkomkommer,180.0,g
20359,Gekruide côte de boeuf met Vietnamese salsa,rode ui,100.0,g
20360,Gekruide côte de boeuf met Vietnamese salsa,limoen,120.0,g
20361,Gekruide côte de boeuf met Vietnamese salsa,verse gember,10.0,g
20362,Gekruide côte de boeuf met Vietnamese salsa,verse koriander,22.5,g
20363,Gekruide côte de boeuf met Vietnamese salsa,verse munt,7.5,g
20364,Gekruide côte de boeuf met Vietnamese salsa,vissaus,15.0,g
20365,Gekruide côte de boeuf met Vietnamese salsa,kristalsuiker,1.0,g
20386,Feestelijke zalmtaart,arachideolie,10.0,g
20387,Feestelijke zalmtaart,knoflook,8.0,g
20388,Feestelijke zalmtaart,verse selderij,20.0,g
20389,Feestelijke zalmtaart,ongezouten roomboter,50.0,g
20390,Feestelijke zalmtaart,tarwebloem,60.0,g
20391,Feestelijke zalmtaart,houdbare volle melk,400.0,g
20392,Feestelijke zalmtaart,kippenbouillontablet,5.0,g
20393,Feestelijke zalmtaart,diepvries bladerdeeg,240.0,g
20394,Feestelijke zalmtaart,diepvries wilde zalmfilet,250.0,g
20395,Feestelijke zalmtaart,diepvries kabeljauwfilet,200.0,g
20396,Feestelijke zalmtaart,diepvries tuinerwten,200.0,g
20427,Hartige taart met zoete puntpaprika &amp; oude kaas ,vers bladerdeeg,270.0,g
20428,Hartige taart met zoete puntpaprika &amp; oude kaas ,middelgroot ei,180.0,g
20430,Hartige taart met zoete puntpaprika &amp; oude kaas ,Euroma Hollandse kruiden voor groenten,23.0,g
20431,Hartige taart met zoete puntpaprika &amp; oude kaas ,Kaas,175.0,g
20432,Hartige taart met zoete puntpaprika &amp; oude kaas ,verse Hollandse roerbak zoete puntpaprika sperziebonen,800.0,g
20433,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",cocktailtomaten,500.0,g
20434,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",rode paprika,500.0,g
20435,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",Merza olijven met ansjovis in blik,200.0,g
20436,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",citroen,65.0,g
20437,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",paneermeel,72.66000000000001,g
20438,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",pompoenpitten,24.0,g
20439,"Kabeljauw met een krokant laagje, ovengroenten &amp; parelcouscous",milde olijfolie,72.0,g
