Unnamed: 0,recipe,ingredient,quantity,unit
108,Bloemkoolschotel,knoflook,16.0,g
109,Bloemkoolschotel,bloemkool,250.0,g
110,Bloemkoolschotel,ongezouten roomboter,50.0,g
111,Bloemkoolschotel,fijngesneden prei,200.0,g
112,Bloemkoolschotel,rundergehakt,300.0,g
113,Bloemkoolschotel,tarwebloem,40.0,g
114,Bloemkoolschotel,volle melk,400.0,g
115,Bloemkoolschotel,belegenkaas,250.0,g
116,Bloemkoolschotel,gemalen nootmuskaat,1.0,g
117,Bloemkoolschotel,aardappelschijfjes,600.0,g
165,Pasta pesto met kipstuckjes en tomatensalade,trostomaat,500.0,g
166,Pasta pesto met kipstuckjes en tomatensalade,mozzarella,250.0,g
167,Pasta pesto met kipstuckjes en tomatensalade,salade-ui,240.0,g
168,Pasta pesto met kipstuckjes en tomatensalade,spaghetti,300.0,g
169,Pasta pesto met kipstuckjes en tomatensalade,vegetarische slager kipstuckjes,160.0,g
170,Pasta pesto met kipstuckjes en tomatensalade,milde olijfolie,36.0,g
171,Pasta pesto met kipstuckjes en tomatensalade,balsamicoazijn,500.0,g
172,Pasta pesto met kipstuckjes en tomatensalade,rucola slamelange,75.0,g
173,Pasta pesto met kipstuckjes en tomatensalade,verse groene pesto,125.0,g
259,"Couscous met kip, bospeen en cranberrysaus",bospeen,600.0,g
260,"Couscous met kip, bospeen en cranberrysaus",rode ui,200.0,g
261,"Couscous met kip, bospeen en cranberrysaus",kipdijfilet,395.0,g
262,"Couscous met kip, bospeen en cranberrysaus",perssinaasappel,1.0,g
263,"Couscous met kip, bospeen en cranberrysaus",zonnebloemolie,48.0,g
264,"Couscous met kip, bospeen en cranberrysaus",cranberrysaus,75.0,g
265,"Couscous met kip, bospeen en cranberrysaus",couscous,300.0,g
266,"Couscous met kip, bospeen en cranberrysaus",verse peterselie,15.0,g
267,Lekkerbekje met aardappel en groente uit de oven,koelverse aardappelpartjes met schil,1000.0,g
268,Lekkerbekje met aardappel en groente uit de oven,arachideolie,20.0,g
269,Lekkerbekje met aardappel en groente uit de oven,diepvries lekkerbekje,400.0,g
270,Lekkerbekje met aardappel en groente uit de oven,Italiaanse roerbakmix cavolo nero,400.0,g
271,Lekkerbekje met aardappel en groente uit de oven,champignons,250.0,g
272,Lekkerbekje met aardappel en groente uit de oven,koelverse pestospread,90.0,g
316,Portobellosteaks met aardappelpuree,portobello,760.0,g
317,Portobellosteaks met aardappelpuree,rode ui,100.0,g
318,Portobellosteaks met aardappelpuree,korianderzaad,12.0,g
319,Portobellosteaks met aardappelpuree,knoflook,32.0,g
320,Portobellosteaks met aardappelpuree,zoet gerookt paprikapoeder,12.0,g
321,Portobellosteaks met aardappelpuree,ketchup,24.0,g
322,Portobellosteaks met aardappelpuree,milde olijfolie,170.0,g
323,Portobellosteaks met aardappelpuree,kruimige aardappel,1000.0,g
324,Portobellosteaks met aardappelpuree,melk,150.0,g
325,Portobellosteaks met aardappelpuree,ongezouten roomboter,30.0,g
326,Portobellosteaks met aardappelpuree,rucola,85.0,g
394,Hutspot met hertenbiefstuk,hertenbiefstuk,1000.0,g
395,Hutspot met hertenbiefstuk,kruimige aardappel,1000.0,g
396,Hutspot met hertenbiefstuk,milde olijfolie,36.0,g
397,Hutspot met hertenbiefstuk,hutspotgroenten,1000.0,g
398,Hutspot met hertenbiefstuk,venkelzaad,2.0,g
399,Hutspot met hertenbiefstuk,ongezouten roomboter,75.0,g
400,Hutspot met hertenbiefstuk,water,100.0,g
401,Hutspot met hertenbiefstuk,melk,200.0,g
402,Hutspot met hertenbiefstuk,verse platte peterselie,15.0,g
441,"Zuurkoolstamppot met appel, kaneel en bruine suiker",kruimige aardappel,1000.0,g
442,"Zuurkoolstamppot met appel, kaneel en bruine suiker",rode ui,100.0,g
443,"Zuurkoolstamppot met appel, kaneel en bruine suiker",friszoete appel,100.0,g
444,"Zuurkoolstamppot met appel, kaneel en bruine suiker",spekreepjes,250.0,g
445,"Zuurkoolstamppot met appel, kaneel en bruine suiker",kaneelpoeder,4.0,g
446,"Zuurkoolstamppot met appel, kaneel en bruine suiker",bruinesuiker,500.0,g
447,"Zuurkoolstamppot met appel, kaneel en bruine suiker",zuurkool,520.0,g
448,"Zuurkoolstamppot met appel, kaneel en bruine suiker",ongebrande walnoten,100.0,g
449,"Zuurkoolstamppot met appel, kaneel en bruine suiker",ongezouten roomboter,15.0,g
548,Snelle risotto porcini,riso scotti buona idea risotto porcino,420.0,g
549,Snelle risotto porcini,paddenstoelen voor risotto,200.0,g
550,Snelle risotto porcini,champignons,400.0,g
551,Snelle risotto porcini,ongezouten roomboter,80.0,g
552,Snelle risotto porcini,parmezaanse kaas,80.0,g
553,"Stamppot boerenkool met geroosterde pompoen, spek en walnoten",Aardappel,1000.0,g
554,"Stamppot boerenkool met geroosterde pompoen, spek en walnoten",spekreepjes,250.0,g
555,"Stamppot boerenkool met geroosterde pompoen, spek en walnoten",halfvolle melk,150.0,g
556,"Stamppot boerenkool met geroosterde pompoen, spek en walnoten",ongezouten roomboter,50.0,g
557,"Stamppot boerenkool met geroosterde pompoen, spek en walnoten",basisreceptgeroosterdepompoenmetboerenkoolenwalnoten,125.0,g
563,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",knoflook,50.0,g
564,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",verse boerenkool,600.0,g
565,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",milde olijfolie,60.0,g
566,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",rijst,300.0,g
567,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",vegetarische balletjes,400.0,g
568,"Rijst met vegaballetjes, boerenkool, knoflook en tomatensaus",verse pastasaus napolitana,450.0,g
599,"Traybake met kippendij, sinaasappelglaze en brocccoli",sinaasappel,510.0,g
600,"Traybake met kippendij, sinaasappelglaze en brocccoli",sjalot,40.0,g
601,"Traybake met kippendij, sinaasappelglaze en brocccoli",appelcider,20.0,g
602,"Traybake met kippendij, sinaasappelglaze en brocccoli",sojasaus,30.0,g
603,"Traybake met kippendij, sinaasappelglaze en brocccoli",gemalen komijn,4.0,g
604,"Traybake met kippendij, sinaasappelglaze en brocccoli",bruinesuiker,500.0,g
605,"Traybake met kippendij, sinaasappelglaze en brocccoli",zonnebloemolie,72.0,g
606,"Traybake met kippendij, sinaasappelglaze en brocccoli",scharrelkipdijfilet,390.0,g
607,"Traybake met kippendij, sinaasappelglaze en brocccoli",knoflook,24.0,g
608,"Traybake met kippendij, sinaasappelglaze en brocccoli",verse krieltjes,1000.0,g
609,"Traybake met kippendij, sinaasappelglaze en brocccoli",koelvers broccoliroosje,600.0,g
632,Ovenschotel met chipolata en knolselderij,kruimige aardappel,1000.0,g
633,Ovenschotel met chipolata en knolselderij,knolselderij,900.0,g
634,Ovenschotel met chipolata en knolselderij,halfvolle melk,1000.0,g
635,Ovenschotel met chipolata en knolselderij,rode ui,200.0,g
636,Ovenschotel met chipolata en knolselderij,appels,1.0,g
637,Ovenschotel met chipolata en knolselderij,runderchipolataworstje,215.0,g
638,Ovenschotel met chipolata en knolselderij,winterpeen,500.0,g
639,Ovenschotel met chipolata en knolselderij,zonnebloemolie,24.0,g
640,Ovenschotel met chipolata en knolselderij,ongezouten roomboter,30.0,g
641,Ovenschotel met chipolata en knolselderij,zaanse mosterd,10.0,g
642,Ovenschotel met chipolata en knolselderij,panko,50.0,g
649,"Spaghetti met tartaar, tomaat en wortel",bospeen,300.0,g
650,"Spaghetti met tartaar, tomaat en wortel",tomaten,280.0,g
651,"Spaghetti met tartaar, tomaat en wortel",verse platte peterselie,15.0,g
652,"Spaghetti met tartaar, tomaat en wortel",middelgrote ui,100.0,g
653,"Spaghetti met tartaar, tomaat en wortel",knoflook,16.0,g
654,"Spaghetti met tartaar, tomaat en wortel",milde olijfolie,48.0,g
655,"Spaghetti met tartaar, tomaat en wortel",rundertartaar,300.0,g
656,"Spaghetti met tartaar, tomaat en wortel",tomatenpuree,45.0,g
657,"Spaghetti met tartaar, tomaat en wortel",volkorenspaghetti,300.0,g
658,"Spaghetti met tartaar, tomaat en wortel",geraspte kaas 30+,100.0,g
758,"Lasagne met champignons, tomaat en mozzarella",kastanjechampignon,800.0,g
759,"Lasagne met champignons, tomaat en mozzarella",milde olijfolie,36.0,g
760,"Lasagne met champignons, tomaat en mozzarella",knoflook,24.0,g
761,"Lasagne met champignons, tomaat en mozzarella",trostomaat,300.0,g
762,"Lasagne met champignons, tomaat en mozzarella",tomatenpuree,70.0,g
763,"Lasagne met champignons, tomaat en mozzarella",gedroogde Italiaanse kruiden,18.0,g
764,"Lasagne met champignons, tomaat en mozzarella",water,300.0,g
765,"Lasagne met champignons, tomaat en mozzarella",groentebouillon,4.5,g
766,"Lasagne met champignons, tomaat en mozzarella",mozzarella,250.0,g
767,"Lasagne met champignons, tomaat en mozzarella",volkoren lasagne bladen,504.0,g
768,"Lasagne met champignons, tomaat en mozzarella",geroosterde pijnboompitten,40.0,g
836,"Volkorenpasta met tuinertwensaus, tomaat en makreel",volkorenpenne,300.0,g
837,"Volkorenpasta met tuinertwensaus, tomaat en makreel",fijne diepvries tuinerwten,450.0,g
838,"Volkorenpasta met tuinertwensaus, tomaat en makreel",water,150.0,g
839,"Volkorenpasta met tuinertwensaus, tomaat en makreel",tomaten,500.0,g
840,"Volkorenpasta met tuinertwensaus, tomaat en makreel",milde olijfolie,12.0,g
841,"Volkorenpasta met tuinertwensaus, tomaat en makreel",verse peterselie,15.0,g
842,"Volkorenpasta met tuinertwensaus, tomaat en makreel",koelverse roomkaas met bieslook,150.0,g
843,"Volkorenpasta met tuinertwensaus, tomaat en makreel",Makreel,240.0,g
980,Klassiek Britse pie met kip,water,1090.0,g
981,Klassiek Britse pie met kip,groentebouillon,20.0,g
982,Klassiek Britse pie met kip,scharrelkipfilet,400.0,g
983,Klassiek Britse pie met kip,ongezouten roomboter,225.0,g
984,Klassiek Britse pie met kip,bloem,425.0,g
985,Klassiek Britse pie met kip,zout,0.5,g
986,Klassiek Britse pie met kip,middelgrote ui,100.0,g
987,Klassiek Britse pie met kip,prei,400.0,g
988,Klassiek Britse pie met kip,winterpeen,95.0,g
989,Klassiek Britse pie met kip,champignons,250.0,g
990,Klassiek Britse pie met kip,verse tijm,6.0,g
991,Klassiek Britse pie met kip,verse platte peterselie,7.5,g
992,Klassiek Britse pie met kip,zonnebloemolie,24.0,g
993,Klassiek Britse pie met kip,middelgroot ei,60.0,g
1001,Shepherd's pie,middelgrote ui,200.0,g
1002,Shepherd's pie,winterwortel,250.0,g
1003,Shepherd's pie,zonnebloemolie,12.0,g
1004,Shepherd's pie,rundergehakt,500.0,g
1005,Shepherd's pie,runderbouillontablet,6.25,g
1006,Shepherd's pie,heet water,300.0,g
1007,Shepherd's pie,tomatenpuree,24.0,g
1008,Shepherd's pie,worcestershiresauce,15.0,g
1009,Shepherd's pie,middelgroot ei,120.0,g
1010,Shepherd's pie,kruimige aardappel,1000.0,g
1011,Shepherd's pie,ongezouten roomboter,85.0,g
1012,Shepherd's pie,volle melk,45.0,g
1113,Krokante zalm met bloemkool en notenrijst,bloemkool,800.0,g
1114,Krokante zalm met bloemkool en notenrijst,honing,36.0,g
1115,Krokante zalm met bloemkool en notenrijst,sojasaus,75.0,g
1116,Krokante zalm met bloemkool en notenrijst,sesamolie,10.0,g
1117,Krokante zalm met bloemkool en notenrijst,appelciderazijn,15.0,g
1118,Krokante zalm met bloemkool en notenrijst,knoflookpoeder,4.0,g
1119,Krokante zalm met bloemkool en notenrijst,gemalen gember,4.0,g
1120,Krokante zalm met bloemkool en notenrijst,notenrijst,275.0,g
1121,Krokante zalm met bloemkool en notenrijst,salade-uitje,120.0,g
1122,Krokante zalm met bloemkool en notenrijst,verse koriander,15.0,g
1123,Krokante zalm met bloemkool en notenrijst,verse zalmfilet op de huid,620.0,g
1124,Krokante zalm met bloemkool en notenrijst,grof zeezout,2.0,g
1125,Krokante zalm met bloemkool en notenrijst,zonnebloemolie,12.0,g
1126,Zalmpakketje uit de oven met pasta,verse zalmfilet,580.0,g
1127,Zalmpakketje uit de oven met pasta,Asperges,350.0,g
1128,Zalmpakketje uit de oven met pasta,venkelknol,140.0,g
1129,Zalmpakketje uit de oven met pasta,citroen,65.0,g
1130,Zalmpakketje uit de oven met pasta,groentebouillon,5.0,g
1131,Zalmpakketje uit de oven met pasta,kokend water,150.0,g
1132,Zalmpakketje uit de oven met pasta,cherrytomaten,250.0,g
1133,Zalmpakketje uit de oven met pasta,knoflook,32.0,g
1134,Zalmpakketje uit de oven met pasta,ongezouten roomboter,16.0,g
1135,Zalmpakketje uit de oven met pasta,Italiaanse kruidenmix,20.0,g
1136,Zalmpakketje uit de oven met pasta,verse tagliatelle all'uovo,500.0,g
1137,Zalmvissticks uit de oven met taco's en salsa,verse zalmfilet,340.0,g
1138,Zalmvissticks uit de oven met taco's en salsa,tarwebloem,25.0,g
1139,Zalmvissticks uit de oven met taco's en salsa,middelgroot ei,120.0,g
1140,Zalmvissticks uit de oven met taco's en salsa,panko,75.0,g
1141,Zalmvissticks uit de oven met taco's en salsa,tomaten,140.0,g
1142,Zalmvissticks uit de oven met taco's en salsa,jalapenopeper,22.5,g
1143,Zalmvissticks uit de oven met taco's en salsa,limoen,60.0,g
1144,Zalmvissticks uit de oven met taco's en salsa,verse koriander,7.5,g
1145,Zalmvissticks uit de oven met taco's en salsa,avocado,500.0,g
1146,Zalmvissticks uit de oven met taco's en salsa,maistortilla,600.0,g
1147,Zalmvissticks uit de oven met taco's en salsa,crème fraîche,100.0,g
1148,Zalmvissticks uit de oven met taco's en salsa,biologischegesnedenrodekool,500.0,g
1149,Traybake van orzo met gehaktballetjes in tomatensaus,passata di pomodoro fijn gekruid,690.0,g
1150,Traybake van orzo met gehaktballetjes in tomatensaus,water,500.0,g
1151,Traybake van orzo met gehaktballetjes in tomatensaus,kruiden,13.5,g
1152,Traybake van orzo met gehaktballetjes in tomatensaus,bospaddenstoelentablet,250.0,g
1153,Traybake van orzo met gehaktballetjes in tomatensaus,verse basilicum,15.0,g
1154,Traybake van orzo met gehaktballetjes in tomatensaus,half om half gehakt,300.0,g
1155,Traybake van orzo met gehaktballetjes in tomatensaus,parmezaanse kaas,40.0,g
1156,Traybake van orzo met gehaktballetjes in tomatensaus,orzo pasta,250.0,g
1157,Traybake van orzo met gehaktballetjes in tomatensaus,Italiaanse roerbakmix cavolo nero,400.0,g
1158,Traybake van orzo met gehaktballetjes in tomatensaus,mozzarella,125.0,g
1159,Traybake van orzo met gehaktballetjes in tomatensaus,kappertjes,48.0,g
1160,Quesadillatraybake,grote tortillawrap,496.0,g
1161,Quesadillatraybake,jalapenopeper,22.5,g
1162,Quesadillatraybake,roerbakgroente,4152.0,g
1163,Quesadillatraybake,kruiden,20.76,g
1164,Quesadillatraybake,zout,2.0,g
1165,Quesadillatraybake,La Morena bayo beans with chipotle &amp; adobo in blik,440.0,g
1166,Quesadillatraybake,geraspte kaas tex-mex,150.0,g
1167,Quesadillatraybake,maiskorrels in pot,340.0,g
1168,Quesadillatraybake,limoen,60.0,g
1169,Quesadillatraybake,verse koriander,7.5,g
1170,Quesadillatraybake,trostomaat,200.0,g
1211,"Traybake met gnocchi, feta en snoeptomaat",rode ui,100.0,g
1212,"Traybake met gnocchi, feta en snoeptomaat",koelverse gnocchi,800.0,g
1213,"Traybake met gnocchi, feta en snoeptomaat",feta 43+,200.0,g
1214,"Traybake met gnocchi, feta en snoeptomaat",tomaten,800.0,g
1215,"Traybake met gnocchi, feta en snoeptomaat",knoflook,40.0,g
1216,"Traybake met gnocchi, feta en snoeptomaat",milde olijfolie,72.0,g
1217,"Traybake met gnocchi, feta en snoeptomaat",zout,2.0,g
1218,"Traybake met gnocchi, feta en snoeptomaat",kruiden,20.76,g
1230,"Traybake van zoete aardappel, kip en courgette",knoflook,24.0,g
1231,"Traybake van zoete aardappel, kip en courgette",milde olijfolie,60.0,g
1232,"Traybake van zoete aardappel, kip en courgette",vloeibare honing,30.0,g
1233,"Traybake van zoete aardappel, kip en courgette",za'atar,30.0,g
1234,"Traybake van zoete aardappel, kip en courgette",scharrelkiphaasje,400.0,g
1235,"Traybake van zoete aardappel, kip en courgette",zoete aardappel,1000.0,g
1236,"Traybake van zoete aardappel, kip en courgette",courgette,300.0,g
1237,"Traybake van zoete aardappel, kip en courgette",rode puntpaprika,260.0,g
1238,"Traybake van zoete aardappel, kip en courgette",rode ui,200.0,g
1239,"Traybake van zoete aardappel, kip en courgette",Olijven,24.0,g
1240,"Traybake van zoete aardappel, kip en courgette",verse munt,3.75,g
1241,"Traybake van zoete aardappel, kip en courgette",witte kaas,100.0,g
1286,Pasta met Italiaanse roerbakgroente en worst,pipe rigate,300.0,g
1287,Pasta met Italiaanse roerbakgroente en worst,knoflook,16.0,g
1288,Pasta met Italiaanse roerbakgroente en worst,varkensbraadworst,400.0,g
1289,Pasta met Italiaanse roerbakgroente en worst,milde olijfolie,12.0,g
1290,Pasta met Italiaanse roerbakgroente en worst,Italiaanse roerbakgroente cavolo nero,800.0,g
1291,Pasta met Italiaanse roerbakgroente en worst,pastasaus basis Italiaanse kruiden,390.0,g
1292,Pasta met Italiaanse roerbakgroente en worst,parmezaanse kaas,90.0,g
1293,Gladde groentesoep met feta-crème en peterselieolie,water,1000.0,g
1294,Gladde groentesoep met feta-crème en peterselieolie,verse boerensoepgroente,700.0,g
1295,Gladde groentesoep met feta-crème en peterselieolie,groentebouillon,10.0,g
1296,Gladde groentesoep met feta-crème en peterselieolie,naanbrood knoflook &amp; koriander,4.0,g
1297,Gladde groentesoep met feta-crème en peterselieolie,citroen,65.0,g
1298,Gladde groentesoep met feta-crème en peterselieolie,feta,150.0,g
1299,Gladde groentesoep met feta-crème en peterselieolie,crème fraîche,125.0,g
1300,Gladde groentesoep met feta-crème en peterselieolie,verse platte peterselie,15.0,g
1301,Gladde groentesoep met feta-crème en peterselieolie,milde olijfolie,100.0,g
1368,Rijstnoedels met tempeh en pindadressing,middelgrote ui,400.0,g
1369,Rijstnoedels met tempeh en pindadressing,zonnebloemolie,48.0,g
1370,Rijstnoedels met tempeh en pindadressing,pindakaas,46.0,g
1371,Rijstnoedels met tempeh en pindadressing,limoen,60.0,g
1372,Rijstnoedels met tempeh en pindadressing,gember,25.0,g
1373,Rijstnoedels met tempeh en pindadressing,knoflook,16.0,g
1374,Rijstnoedels met tempeh en pindadressing,water,30.0,g
1375,Rijstnoedels met tempeh en pindadressing,verse peterselie,7.5,g
1376,Rijstnoedels met tempeh en pindadressing,tempeh,250.0,g
1377,Rijstnoedels met tempeh en pindadressing,milde paprikapoeder,12.0,g
1378,Rijstnoedels met tempeh en pindadressing,thaise zilvervliesrijst noedels,225.0,g
1379,Rijstnoedels met tempeh en pindadressing,taugé,250.0,g
1380,Rijstnoedels met tempeh en pindadressing,komkommer,400.0,g
1496,Broccolibroodjes met falafel en tahin-citroensaus (tarator),korianderzaad,4.0,g
1497,Broccolibroodjes met falafel en tahin-citroensaus (tarator),broccoliroosjes,400.0,g
1498,Broccolibroodjes met falafel en tahin-citroensaus (tarator),platte peterselie,15.0,g
1499,Broccolibroodjes met falafel en tahin-citroensaus (tarator),amandelmeel,100.0,g
1500,Broccolibroodjes met falafel en tahin-citroensaus (tarator),mais scharrelei,200.0,g
1501,Broccolibroodjes met falafel en tahin-citroensaus (tarator),zout,3.0,g
1502,Broccolibroodjes met falafel en tahin-citroensaus (tarator),citroen,65.0,g
1503,Broccolibroodjes met falafel en tahin-citroensaus (tarator),tahin,48.0,g
1504,Broccolibroodjes met falafel en tahin-citroensaus (tarator),knoflook,8.0,g
1505,Broccolibroodjes met falafel en tahin-citroensaus (tarator),water,60.0,g
1506,Broccolibroodjes met falafel en tahin-citroensaus (tarator),tomaten,140.0,g
1507,Broccolibroodjes met falafel en tahin-citroensaus (tarator),snoepgroente komkommer,600.0,g
1508,Broccolibroodjes met falafel en tahin-citroensaus (tarator),falafel,400.0,g
1541,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,gele ui,100.0,g
1542,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,rode paprika,125.0,g
1543,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,tonijn in zonnebloemolie,160.0,g
1544,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,Olijven,40.0,g
1545,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,milde olijfolie,70.0,g
1546,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,zout,6.0,g
1547,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,zwarte peper,2.0,g
1548,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,geraspte kaas,75.0,g
1549,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,ketchup,30.0,g
1550,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,griesmeel,450.0,g
1551,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,bakpoeder,8.0,g
1552,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,kristalsuiker,5.0,g
1553,Tonijnharcha (tonijngriesmeelkoek) van Kookmutsjes,melk,200.0,g
1568,Tajine met kip en groente,middelgrote ui,200.0,g
1569,Tajine met kip en groente,knoflook,16.0,g
1570,Tajine met kip en groente,verse koriander,15.0,g
1571,Tajine met kip en groente,winterpeen,285.0,g
1572,Tajine met kip en groente,rode paprika,250.0,g
1573,Tajine met kip en groente,scharrel kipdijfilet,400.0,g
1574,Tajine met kip en groente,ras el hanout,24.0,g
1575,Tajine met kip en groente,courgette,300.0,g
1576,Tajine met kip en groente,gedroogde abrikozen,100.0,g
1577,Tajine met kip en groente,milde olijfolie,36.0,g
1578,Tajine met kip en groente,Aardappel,1000.0,g
1579,Tajine met kip en groente,water,200.0,g
1580,Tajine met kip en groente,garneeramandelen,95.0,g
1708,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,knoflook,50.0,g
1709,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,zonnebloemolie,48.0,g
1710,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,Aardappel,1000.0,g
1711,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,spitskool,600.0,g
1712,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,komkommer,200.0,g
1713,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,verse selderij,40.0,g
1714,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,zonnebloemolie,5.0,g
1715,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,yoghurt Skyr,250.0,g
1716,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,natuurazijn,8.0,g
1717,Geroosterde aardappeltjes met gegrilde kipdij en koolsla,kipdijfilet,395.0,g
1724,Tortellini met balletjes en tomatensaus,aubergine,300.0,g
1725,Tortellini met balletjes en tomatensaus,milde olijfolie,36.0,g
1726,Tortellini met balletjes en tomatensaus,rode paprika,250.0,g
1727,Tortellini met balletjes en tomatensaus,rundergehaktballetjes,600.0,g
1728,Tortellini met balletjes en tomatensaus,pastasaus basilicum,600.0,g
1729,Tortellini met balletjes en tomatensaus,tortellini ai formaggi,660.0,g
1730,Tortellini met balletjes en tomatensaus,verse basilicum,15.0,g
1731,"Romige linguine met brie, artisjok en parmaham",linguine,300.0,g
1732,"Romige linguine met brie, artisjok en parmaham",diepvries tuinerwten,250.0,g
1733,"Romige linguine met brie, artisjok en parmaham",sjalot,100.0,g
1734,"Romige linguine met brie, artisjok en parmaham",knoflook,16.0,g
1735,"Romige linguine met brie, artisjok en parmaham",artisjokhartinblik,390.0,g
1736,"Romige linguine met brie, artisjok en parmaham",milde olijfolie,24.0,g
1737,"Romige linguine met brie, artisjok en parmaham",roombrie,150.0,g
1738,"Romige linguine met brie, artisjok en parmaham",verse slagroom,125.0,g
1739,"Romige linguine met brie, artisjok en parmaham",citroen,65.0,g
1740,"Romige linguine met brie, artisjok en parmaham",parmaham,80.0,g
1757,Vegan pizza 'Margherita',zout,10.0,g
1758,Vegan pizza 'Margherita',lauwwarm water,300.0,g
1759,Vegan pizza 'Margherita',bloemvoorpizzadeeg,500.0,g
1760,Vegan pizza 'Margherita',gedroogde gist,7.0,g
1761,Vegan pizza 'Margherita',traditionele olijfolie,12.0,g
1762,Vegan pizza 'Margherita',violife prosociano wedge,150.0,g
1763,Vegan pizza 'Margherita',griesmeel,24.0,g
1764,Vegan pizza 'Margherita',pizzasaus,200.0,g
1765,Vegan pizza 'Margherita',violife veganistische geraspte mozzarella,200.0,g
1766,Vegan pizza 'Margherita',verse basilicum,15.0,g
1778,Vegan wraps met tofu en rodekoolsalade,verse koriander,15.0,g
1779,Vegan wraps met tofu en rodekoolsalade,limoen,60.0,g
1780,Vegan wraps met tofu en rodekoolsalade,Kool,300.0,g
1781,Vegan wraps met tofu en rodekoolsalade,tofu,375.0,g
1782,Vegan wraps met tofu en rodekoolsalade,traditionele olijfolie,36.0,g
1783,Vegan wraps met tofu en rodekoolsalade,tomatenpuree,12.0,g
1784,Vegan wraps met tofu en rodekoolsalade,kruiden,15.57,g
1785,Vegan wraps met tofu en rodekoolsalade,tortilla,320.0,g
1786,Vegan wraps met tofu en rodekoolsalade,eetrijpe avocado,360.0,g
1787,Vegan wraps met tofu en rodekoolsalade,sla,100.0,g
1851,Côte de boeuf met kruidige rub,gemalen komijnzaad,24.0,g
1852,Côte de boeuf met kruidige rub,Paprikapoeder,12.0,g
1853,Côte de boeuf met kruidige rub,korianderzaad,12.0,g
1854,Côte de boeuf met kruidige rub,bruinebasterdsuiker,500.0,g
1855,Côte de boeuf met kruidige rub,grof zeezout,12.0,g
1856,Côte de boeuf met kruidige rub,grofgemalen zwarte peper,12.0,g
1857,Côte de boeuf met kruidige rub,côte de boeuf,800.0,g
1858,Côte de boeuf met kruidige rub,milde olijfolie,12.0,g
1886,Nectarinejam,verse nectarine,1000.0,g
1887,Nectarinejam,citroen,65.0,g
1888,Nectarinejam,geleisuiker,750.0,g
1918,Kruidenquiche met ham en prei,verse prei,400.0,g
1919,Kruidenquiche met ham en prei,milde olijfolie,24.0,g
1920,Kruidenquiche met ham en prei,vers bladerdeeg,270.0,g
1921,Kruidenquiche met ham en prei,verse selderij,40.0,g
1922,Kruidenquiche met ham en prei,verse peterselie,15.0,g
1923,Kruidenquiche met ham en prei,middelgroot ei,300.0,g
1924,Kruidenquiche met ham en prei,crème fraîche,200.0,g
1925,Kruidenquiche met ham en prei,milde mosterd,24.0,g
1926,Kruidenquiche met ham en prei,diepvries fijne tuinerwten,250.0,g
1927,Kruidenquiche met ham en prei,beenhamreepjes,150.0,g
1928,Kruidenquiche met ham en prei,mini mozzarella,125.0,g
2074,Quinoasalade met groene asperges en witte kaas,driekleurenquinoa,250.0,g
2075,Quinoasalade met groene asperges en witte kaas,verse groene asperge,350.0,g
2076,Quinoasalade met groene asperges en witte kaas,diepvries tuinerwten,300.0,g
2077,Quinoasalade met groene asperges en witte kaas,salade-uitjes,120.0,g
2078,Quinoasalade met groene asperges en witte kaas,witte kaas in olie,150.0,g
2079,Quinoasalade met groene asperges en witte kaas,rodewijnazijn,30.0,g
2080,Quinoasalade met groene asperges en witte kaas,mosterd,8.0,g
2081,Quinoasalade met groene asperges en witte kaas,babyspinazie,100.0,g
2113,Pastasalade pesto met burrata ,tomaat,760.0,g
2114,Pastasalade pesto met burrata ,verse groene pesto,100.0,g
2115,Pastasalade pesto met burrata ,verse basilicum,15.0,g
2116,Pastasalade pesto met burrata ,burrata,150.0,g
2223,"Dikke speltsandwich met kip, avocado en spinaziedressing",zout,2.5,g
