Unnamed: 0,title,persons,time,calories,stars,url,image
0,Pita  falafel,4,20,635,0,https://www.ah.nl/allerhande/recept/R-R1195155/pita-falafel,https://static.ah.nl/static/recepten/img_RAM_PRD147753_1024x748_JPG.jpg
0,American style taco's,4,30,565,0,https://www.ah.nl/allerhande/recept/R-R1195140/american-style-taco-s,https://static.ah.nl/static/recepten/img_RAM_PRD147721_1024x748_JPG.jpg
0,Aardappelpom van Judith Cyrus,4,55,910,0,https://www.ah.nl/allerhande/recept/R-R1195135/aardappelpom-van-judith-cyrus,https://static.ah.nl/static/recepten/img_RAM_PRD147719_1024x748_JPG.jpg
0,Arepa's met gehakt en kaas,4,50,745,0,https://www.ah.nl/allerhande/recept/R-R1195134/arepa-s-met-gehakt-en-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD147722_1024x748_JPG.jpg
0,"Noedelsoep met kip, spinazie en ei",2,15,640,0,https://www.ah.nl/allerhande/recept/R-R1195125/noedelsoep-met-kip-spinazie-en-ei,https://static.ah.nl/static/recepten/img_RAM_PRD147755_1024x748_JPG.jpg
0,Aardappeltortilla met aioli en salsa,4,25,605,0,https://www.ah.nl/allerhande/recept/R-R1195124/aardappeltortilla-met-aioli-en-salsa,https://static.ah.nl/static/recepten/img_RAM_PRD147720_1024x748_JPG.jpg
0,Kip 'tikka massala' met ovengroente en yoghurtdip,4,15,625,0,https://www.ah.nl/allerhande/recept/R-R1195108/kip-tikka-massala-met-ovengroente-en-yoghurtdip,https://static.ah.nl/static/recepten/img_RAM_PRD147664_1024x748_JPG.jpg
0,Kabeljauwburger met peterselie-mayo en salsa,4,20,625,0,https://www.ah.nl/allerhande/recept/R-R1195107/kabeljauwburger-met-peterselie-mayo-en-salsa,https://static.ah.nl/static/recepten/img_RAM_PRD147663_1024x748_JPG.jpg
0,Pindasaus met gember,4,15,560,0,https://www.ah.nl/allerhande/recept/R-R1195088/pindasaus-met-gember,https://static.ah.nl/static/recepten/img_RAM_PRD147619_1024x748_JPG.jpg
0,Oranje tompouce,6,60,775,0,https://www.ah.nl/allerhande/recept/R-R1195078/oranje-tompouce,https://static.ah.nl/static/recepten/img_RAM_PRD147431_1024x748_JPG.jpg
0,Baked 'feta' pasta met burrata,2,10,725,0,https://www.ah.nl/allerhande/recept/R-R1195075/baked-feta-pasta-met-burrata,https://static.ah.nl/static/recepten/img_RAM_PRD147395_1024x748_JPG.jpg
0,"Quesadilla’s met zwarte bonen, pompoen en paprikasalsa",4,30,640,0,https://www.ah.nl/allerhande/recept/R-R1195069/quesadilla-s-met-zwarte-bonen-pompoen-en-paprikasalsa,https://static.ah.nl/static/recepten/img_RAM_PRD147206_1024x748_JPG.jpg
0,"Gevulde paprika’s met zilvervliesrijst, rulstukjes, tomaat en witte kaas",4,20,735,0,https://www.ah.nl/allerhande/recept/R-R1195057/gevulde-paprika-s-met-zilvervliesrijst-rulstukjes-tomaat-en-witte-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD148824_1024x748_JPG.jpg
0,"Spaghetti met tuinerwten, spinazie en pangrattato",4,25,575,0,https://www.ah.nl/allerhande/recept/R-R1195054/spaghetti-met-tuinerwten-spinazie-en-pangrattato,https://static.ah.nl/static/recepten/img_RAM_PRD147210_1024x748_JPG.jpg
0,"Veldslastamppot met wortel, salade-ui en gehaktballetjes",4,35,575,0,https://www.ah.nl/allerhande/recept/R-R1195051/veldslastamppot-met-wortel-salade-ui-en-gehaktballetjes,https://static.ah.nl/static/recepten/img_RAM_PRD147213_1024x748_JPG.jpg
0,Vogelnestje,4,35,820,0,https://www.ah.nl/allerhande/recept/R-R1195012/vogelnestje,https://static.ah.nl/static/recepten/img_RAM_PRD146454_1024x748_JPG.jpg
0,Blad-groentesoep met crostini,4,15,595,0,https://www.ah.nl/allerhande/recept/R-R1194994/blad-groentesoep-met-crostini,https://static.ah.nl/static/recepten/img_RAM_PRD146410_1024x748_JPG.jpg
0,Spanakopita,4,30,655,0,https://www.ah.nl/allerhande/recept/R-R1194993/spanakopita,https://static.ah.nl/static/recepten/img_RAM_PRD146436_1024x748_JPG.jpg
0,Gegrilde lamskotelet met munt en komijn,4,20,590,0,https://www.ah.nl/allerhande/recept/R-R1194991/gegrilde-lamskotelet-met-munt-en-komijn,https://static.ah.nl/static/recepten/img_RAM_PRD146415_1024x748_JPG.jpg
0,Groene asperges met parelcouscous en pistachepesto,4,30,635,0,https://www.ah.nl/allerhande/recept/R-R1194987/groene-asperges-met-parelcouscous-en-pistachepesto,https://static.ah.nl/static/recepten/img_RAM_PRD146419_1024x748_JPG.jpg
0,"Pasta met bloemkool, gesmoorde ui en spekjes",4,30,665,0,https://www.ah.nl/allerhande/recept/R-R1194980/pasta-met-bloemkool-gesmoorde-ui-en-spekjes,https://static.ah.nl/static/recepten/img_RAM_PRD146431_1024x748_JPG.jpg
0,Gebakken sperziebonen en kruidig gehakt met witte rijst ,4,25,590,0,https://www.ah.nl/allerhande/recept/R-R1194979/gebakken-sperziebonen-en-kruidig-gehakt-met-witte-rijst,https://static.ah.nl/static/recepten/img_RAM_PRD146414_1024x748_JPG.jpg
0,Traybake van kip met broccoli en zoete aardappel,4,15,605,0,https://www.ah.nl/allerhande/recept/R-R1194978/traybake-van-kip-met-broccoli-en-zoete-aardappel,https://static.ah.nl/static/recepten/img_RAM_PRD146438_1024x748_JPG.jpg
0,"Zalm met noedels, paksoi en sesam-limoendressing",4,15,585,0,https://www.ah.nl/allerhande/recept/R-R1194976/zalm-met-noedels-paksoi-en-sesam-limoendressing,https://static.ah.nl/static/recepten/img_RAM_PRD146441_1024x748_JPG.jpg
0,"Naan met gebakken feta, hummus en groente",4,10,590,0,https://www.ah.nl/allerhande/recept/R-R1194975/naan-met-gebakken-feta-hummus-en-groente,https://static.ah.nl/static/recepten/img_RAM_PRD146425_1024x748_JPG.jpg
0,"Ravioli met rodekool, rauwe ham en rucola",4,20,630,0,https://www.ah.nl/allerhande/recept/R-R1194972/ravioli-met-rodekool-rauwe-ham-en-rucola,https://static.ah.nl/static/recepten/img_RAM_PRD146432_1024x748_JPG.jpg
0,Romige tortelloni met witte asperges en zalm,4,15,690,0,https://www.ah.nl/allerhande/recept/R-R1194964/romige-tortelloni-met-witte-asperges-en-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD146433_1024x748_JPG.jpg
0,Venkelquiche met spinazie en spek,4,20,615,0,https://www.ah.nl/allerhande/recept/R-R1194962/venkelquiche-met-spinazie-en-spek,https://static.ah.nl/static/recepten/img_RAM_PRD146439_1024x748_JPG.jpg
0,Kabeljauw-pakketjes met rauwe ham,4,15,690,0,https://www.ah.nl/allerhande/recept/R-R1194944/kabeljauw-pakketjes-met-rauwe-ham,https://static.ah.nl/static/recepten/img_RAM_PRD144834_1024x748_JPG.jpg
0,"Vegan curry met aardappel, boerenkool en kokosmelk",4,40,875,0,https://www.ah.nl/allerhande/recept/R-R1194922/vegan-curry-met-aardappel-boerenkool-en-kokosmelk,https://static.ah.nl/static/recepten/img_RAM_PRD144796_1024x748_JPG.jpg
0,Sticky tofu met groente en rijst,4,30,645,0,https://www.ah.nl/allerhande/recept/R-R1194918/sticky-tofu-met-groente-en-rijst,https://static.ah.nl/static/recepten/img_RAM_PRD144813_1024x748_JPG.jpg
0,Traybake met vegetarische balletjes en ovengroenten,4,10,655,0,https://www.ah.nl/allerhande/recept/R-R1194912/traybake-met-vegetarische-balletjes-en-ovengroenten,https://static.ah.nl/static/recepten/img_RAM_PRD144816_1024x748_JPG.jpg
0,Vega lasagne bolognese,4,40,830,0,https://www.ah.nl/allerhande/recept/R-R1194911/vega-lasagne-bolognese,https://static.ah.nl/static/recepten/img_RAM_PRD144818_1024x748_JPG.jpg
0,Pasta met spinazie en gorgonzola-roomsaus,4,30,780,0,https://www.ah.nl/allerhande/recept/R-R1194908/pasta-met-spinazie-en-gorgonzola-roomsaus,https://static.ah.nl/static/recepten/img_RAM_PRD144805_1024x748_JPG.jpg
0,"Ovenschotel met volkorenpasta, broccoli en witte kaas",4,20,650,0,https://www.ah.nl/allerhande/recept/R-R1194896/ovenschotel-met-volkorenpasta-broccoli-en-witte-kaas,https://static.ah.nl/static/recepten/img_RAM_PRD144832_1024x748_JPG.jpg
